sc_no	t_no	m_no	p_no	sc_theater	sc_date	sc_time
604	108	22	1	7관	 2022-08-30	14:30
605	108	22	1	7관	 2022-08-30	16:45
606	108	22	1	7관	 2022-08-30	19:00
607	108	22	1	7관	 2022-08-30	21:15
608	108	22	1	7관	 2022-08-30	23:30
609	108	22	1	8관	 2022-08-30	14:45
610	108	1	5	8관	 2022-08-30	17:05
611	108	1	5	8관	 2022-08-30	19:45
612	108	1	3	4DX	 2022-08-30	10:00
613	108	1	3	4DX	 2022-08-30	12:40
614	108	1	3	4DX	 2022-08-30	15:20
615	108	1	3	4DX	 2022-08-30	18:00
616	108	1	3	4DX	 2022-08-30	20:40
617	108	1	3	4DX	 2022-08-30	23:20
618	108	1	1	2관	 2022-08-30	11:45
619	108	1	1	2관	 2022-08-30	14:25
620	108	1	1	2관	 2022-08-30	22:25
621	108	1	1	3관	 2022-08-30	10:50
622	108	1	1	3관	 2022-08-30	13:30
623	108	1	1	3관	 2022-08-30	16:10
624	108	1	1	3관	 2022-08-30	18:50
625	108	1	1	3관	 2022-08-30	21:30
626	108	10	1	8관	 2022-08-30	12:30
627	108	8	1	8관	 2022-08-30	10:15
628	108	8	1	8관	 2022-08-30	22:50
629	109	22	1	1관	 2022-08-30	09:00
630	109	22	1	1관	 2022-08-30	11:20
631	109	22	1	1관	 2022-08-30	13:30
632	109	22	1	1관	 2022-08-30	15:50
633	109	22	1	1관	 2022-08-30	18:10
634	109	22	1	1관	 2022-08-30	20:30
635	109	22	1	2관	 2022-08-30	11:25
636	109	22	1	2관	 2022-08-30	18:10
637	109	22	1	3관	 2022-08-30	09:10
638	109	22	1	3관	 2022-08-30	11:50
639	109	22	1	3관	 2022-08-30	14:30
640	109	22	1	3관	 2022-08-30	17:00
641	109	22	1	3관	 2022-08-30	19:30
642	109	22	1	6관	 2022-08-30	10:00
643	109	22	1	6관	 2022-08-30	12:40
644	109	22	1	6관	 2022-08-30	15:30
645	109	22	1	6관	 2022-08-30	18:40
646	109	22	1	7관	 2022-08-30	10:30
647	109	22	1	7관	 2022-08-30	13:50
648	109	22	1	7관	 2022-08-30	16:20
649	109	22	1	7관	 2022-08-30	19:50
650	109	22	1	8관	 2022-08-30	11:00
651	109	22	1	8관	 2022-08-30	14:00
652	109	22	1	8관	 2022-08-30	16:30
653	109	24	1	8관	 2022-08-30	20:00
654	109	1	1	2관	 2022-08-30	20:30
655	109	1	1	4관	 2022-08-30	09:00
656	109	1	1	4관	 2022-08-30	11:50
657	109	1	1	4관	 2022-08-30	14:30
658	109	1	1	4관	 2022-08-30	17:00
659	109	1	1	4관	 2022-08-30	19:30
660	109	1	1	5관	 2022-08-30	10:00
661	109	1	1	5관	 2022-08-30	12:40
662	109	1	1	5관	 2022-08-30	15:30
663	109	1	1	5관	 2022-08-30	18:40
664	109	4	1	2관	 2022-08-30	09:00
665	109	53	1	2관	 2022-08-30	14:30
666	110	22	1	1관	 2022-08-30	10:40
667	110	22	1	2관	 2022-08-30	10:15
668	110	22	1	2관	 2022-08-30	12:30
669	110	22	1	2관	 2022-08-30	14:45
670	110	22	1	2관	 2022-08-30	17:00
671	110	22	1	2관	 2022-08-30	19:15
672	110	22	1	2관	 2022-08-30	21:30
673	110	22	1	3관	 2022-08-30	10:10
674	110	22	1	3관	 2022-08-30	15:10
675	110	22	1	3관	 2022-08-30	17:20
676	110	22	1	3관	 2022-08-30	19:40
677	110	22	1	3관	 2022-08-30	22:00
678	110	22	1	5관	 2022-08-30	09:45
679	110	22	1	5관	 2022-08-30	12:00
680	110	22	1	5관	 2022-08-30	14:15
681	110	22	1	5관	 2022-08-30	16:30
682	110	22	1	5관	 2022-08-30	18:45
683	110	22	1	5관	 2022-08-30	21:00
684	110	22	1	6관	 2022-08-30	11:00
685	110	22	1	6관	 2022-08-30	13:15
686	110	22	1	6관	 2022-08-30	15:40
687	110	22	1	6관	 2022-08-30	17:55
688	110	22	1	6관	 2022-08-30	20:10
689	110	22	1	6관	 2022-08-30	22:30
690	110	22	1	7관	 2022-08-30	09:20
691	110	22	1	7관	 2022-08-30	11:35
692	110	22	1	7관	 2022-08-30	13:50
693	110	22	1	7관	 2022-08-30	16:05
694	110	22	1	7관	 2022-08-30	18:20
695	110	22	1	7관	 2022-08-30	20:35
696	110	22	1	7관	 2022-08-30	23:00
697	110	1	1	1관	 2022-08-30	15:35
698	110	1	1	1관	 2022-08-30	20:30
699	110	1	1	4관	 2022-08-30	09:30
700	110	1	1	4관	 2022-08-30	12:05
701	110	1	1	4관	 2022-08-30	14:40
702	110	1	1	4관	 2022-08-30	17:15
703	110	1	1	4관	 2022-08-30	19:50
704	110	1	1	4관	 2022-08-30	22:25
705	110	1	1	8관	 2022-08-30	18:30
706	110	1	1	8관	 2022-08-30	21:20
707	110	26	1	1관	 2022-08-30	18:10
708	110	26	1	8관	 2022-08-30	11:10
709	110	4	1	3관	 2022-08-30	12:50
710	110	4	1	8관	 2022-08-30	09:00
711	110	4	1	8관	 2022-08-30	16:00
712	110	5	1	8관	 2022-08-30	13:35
713	110	3	1	1관	 2022-08-30	13:00
714	111	22	1	1관	 2022-08-30	10:00
715	111	22	1	1관	 2022-08-30	12:20
716	111	22	1	1관	 2022-08-30	14:40
717	111	22	1	1관	 2022-08-30	17:00
718	111	22	1	1관	 2022-08-30	19:20
719	111	22	1	1관	 2022-08-30	21:40
720	111	22	1	2관	 2022-08-30	11:00
721	111	22	1	2관	 2022-08-30	13:20
722	111	22	1	2관	 2022-08-30	15:40
723	111	22	1	2관	 2022-08-30	18:00
724	111	22	1	2관	 2022-08-30	20:20
725	111	22	1	2관	 2022-08-30	22:40
726	111	22	1	4관	 2022-08-30	10:30
727	111	22	1	4관	 2022-08-30	12:50
728	111	22	1	4관	 2022-08-30	15:10
729	111	22	1	4관	 2022-08-30	17:30
730	111	22	1	4관	 2022-08-30	19:50
731	111	22	1	4관	 2022-08-30	22:10
732	111	22	1	5관	 2022-08-30	11:30
733	111	22	1	5관	 2022-08-30	13:50
734	111	22	1	5관	 2022-08-30	16:10
735	111	22	1	5관	 2022-08-30	18:30
736	111	22	1	5관	 2022-08-30	20:45
737	111	22	1	5관	 2022-08-30	23:00
738	111	22	1	7관	 2022-08-30	21:20
739	111	1	1	3관	 2022-08-30	10:00
740	111	1	1	3관	 2022-08-30	12:40
741	111	1	1	3관	 2022-08-30	15:20
742	111	1	1	3관	 2022-08-30	18:00
743	111	1	1	3관	 2022-08-30	20:40
744	111	1	1	6관	 2022-08-30	11:40
745	111	1	1	6관	 2022-08-30	14:20
746	111	1	1	6관	 2022-08-30	17:00
747	111	1	1	6관	 2022-08-30	19:40
748	111	1	1	6관	 2022-08-30	22:20
749	111	1	1	7관	 2022-08-30	18:50
750	111	4	1	7관	 2022-08-30	16:40
751	111	10	1	7관	 2022-08-30	10:30
752	111	10	1	7관	 2022-08-30	12:50
753	111	18	1	7관	 2022-08-30	15:10
754	112	22	1	1관	 2022-08-30	11:15
755	112	22	1	1관	 2022-08-30	13:30
756	112	22	1	1관	 2022-08-30	15:45
757	112	22	1	1관	 2022-08-30	18:00
758	112	22	1	1관	 2022-08-30	20:15
759	112	22	1	1관	 2022-08-30	22:30
760	112	22	1	2관	 2022-08-30	09:30
761	112	22	1	2관	 2022-08-30	11:45
762	112	22	1	2관	 2022-08-30	14:00
763	112	22	1	2관	 2022-08-30	16:15
764	112	22	1	2관	 2022-08-30	18:30
765	112	22	1	2관	 2022-08-30	20:45
766	112	22	1	3관	 2022-08-30	10:00
767	112	22	1	3관	 2022-08-30	12:15
768	112	22	1	3관	 2022-08-30	14:30
769	112	22	1	3관	 2022-08-30	16:45
770	112	22	1	3관	 2022-08-30	19:00
771	112	22	1	3관	 2022-08-30	21:15
772	112	22	1	5관	 2022-08-30	10:30
773	112	22	1	5관	 2022-08-30	12:45
774	112	22	1	5관	 2022-08-30	15:00
775	112	22	1	5관	 2022-08-30	17:15
776	112	22	1	5관	 2022-08-30	19:30
777	112	22	1	5관	 2022-08-30	21:45
778	112	1	1	4관	 2022-08-30	15:35
779	112	1	1	4관	 2022-08-30	21:00
780	112	1	1	6관	 2022-08-30	11:40
781	112	1	1	6관	 2022-08-30	14:20
782	112	1	1	6관	 2022-08-30	17:00
783	112	1	1	6관	 2022-08-30	19:40
784	112	1	1	6관	 2022-08-30	22:20
785	112	4	1	4관	 2022-08-30	13:20
786	112	3	1	4관	 2022-08-30	18:15
787	112	9	1	4관	 2022-08-30	10:20
788	113	22	1	10관	 2022-08-30	10:15
789	113	22	1	10관	 2022-08-30	12:30
790	113	22	1	10관	 2022-08-30	14:45
791	113	22	1	10관	 2022-08-30	17:00
792	113	22	1	10관	 2022-08-30	19:15
793	113	22	1	10관	 2022-08-30	21:30
794	113	22	1	1관	 2022-08-30	10:00
795	113	22	1	1관	 2022-08-30	12:15
796	113	22	1	1관	 2022-08-30	14:30
797	113	22	1	1관	 2022-08-30	16:45
798	113	22	1	1관	 2022-08-30	19:00
799	113	22	1	1관	 2022-08-30	21:15
800	113	22	1	1관	 2022-08-30	23:30
801	113	22	1	2관	 2022-08-30	09:30
802	113	22	1	2관	 2022-08-30	11:45
803	113	22	1	2관	 2022-08-30	14:00
804	113	22	1	2관	 2022-08-30	16:15
805	113	22	1	2관	 2022-08-30	18:30
806	113	22	1	2관	 2022-08-30	20:45
807	113	22	1	2관	 2022-08-30	23:05
808	113	22	1	3관	 2022-08-30	11:10
809	113	22	1	3관	 2022-08-30	13:25
810	113	22	1	3관	 2022-08-30	15:40
811	113	22	1	3관	 2022-08-30	20:15
812	113	22	1	3관	 2022-08-30	22:45
813	113	22	1	5관	 2022-08-30	17:15
814	113	22	1	5관	 2022-08-30	19:30
815	113	22	1	5관	 2022-08-30	21:45
816	113	22	1	6관	 2022-08-30	10:30
817	113	22	1	6관	 2022-08-30	12:45
818	113	22	1	6관	 2022-08-30	15:00
819	113	22	1	6관	 2022-08-30	22:25
820	113	25	1	8관	 2022-08-30	18:40
821	113	1	5	6관	 2022-08-30	17:15
822	113	1	5	6관	 2022-08-30	19:50
823	113	1	1	4관	 2022-08-30	10:50
824	113	1	1	4관	 2022-08-30	13:25
825	113	1	1	4관	 2022-08-30	16:00
826	113	1	1	4관	 2022-08-30	18:35
827	113	1	1	4관	 2022-08-30	21:10
828	113	1	1	5관	 2022-08-30	09:30
829	113	1	1	5관	 2022-08-30	12:05
830	113	1	1	5관	 2022-08-30	14:40
831	113	1	1	9관	 2022-08-30	17:55
832	113	1	1	9관	 2022-08-30	20:30
833	113	1	1	9관	 2022-08-30	23:05
834	113	26	1	3관	 2022-08-30	17:55
835	113	26	1	9관	 2022-08-30	11:00
836	113	4	1	9관	 2022-08-30	13:30
837	113	4	1	9관	 2022-08-30	15:40
838	113	6	1	8관	 2022-08-30	16:20
839	113	7	1	8관	 2022-08-30	09:50
840	113	45	1	7관	 2022-08-30	12:00
841	113	11	1	7관	 2022-08-30	13:15
842	113	11	1	7관	 2022-08-30	18:15
843	113	17	1	8관	 2022-08-30	21:00
844	113	30	1	8관	 2022-08-30	14:25
845	113	13	1	8관	 2022-08-30	12:20
846	113	19	1	7관	 2022-08-30	23:10
847	113	40	1	7관	 2022-08-30	15:45
848	113	34	1	7관	 2022-08-30	20:45
849	114	22	1	1관	 2022-08-30	10:20
850	114	22	1	1관	 2022-08-30	12:30
851	114	22	1	1관	 2022-08-30	14:40
852	114	22	1	1관	 2022-08-30	16:50
853	114	22	1	1관	 2022-08-30	19:00
854	114	22	1	1관	 2022-08-30	21:10
855	114	22	1	3관	 2022-08-30	09:40
856	114	22	1	3관	 2022-08-30	11:50
857	114	22	1	3관	 2022-08-30	14:00
858	114	22	1	3관	 2022-08-30	16:10
859	114	22	1	3관	 2022-08-30	18:20
860	114	22	1	3관	 2022-08-30	20:30
861	114	22	1	3관	 2022-08-30	22:40
862	114	22	1	5관	 2022-08-30	11:00
863	114	22	1	5관	 2022-08-30	13:10
864	114	22	1	5관	 2022-08-30	15:20
865	114	22	1	5관	 2022-08-30	17:30
866	114	22	1	5관	 2022-08-30	19:40
867	114	22	1	5관	 2022-08-30	21:50
868	114	1	1	2관	 2022-08-30	10:40
869	114	1	1	2관	 2022-08-30	15:40
870	114	1	1	2관	 2022-08-30	18:40
871	114	1	1	2관	 2022-08-30	21:20
872	114	1	1	4관	 2022-08-30	11:40
873	114	1	1	4관	 2022-08-30	14:05
874	114	1	1	4관	 2022-08-30	16:30
875	114	1	1	4관	 2022-08-30	19:20
876	114	1	1	4관	 2022-08-30	22:00
877	114	1	1	6관	 2022-08-30	17:40
878	114	1	1	6관	 2022-08-30	20:10
879	114	26	1	6관	 2022-08-30	10:00
880	114	26	1	6관	 2022-08-30	14:50
881	114	4	1	2관	 2022-08-30	13:30
882	114	4	1	4관	 2022-08-30	09:40
883	114	32	1	6관	 2022-08-30	12:10
884	115	22	1	2관	 2022-08-30	11:00
885	115	22	1	2관	 2022-08-30	13:15
886	115	22	1	2관	 2022-08-30	15:30
887	115	22	1	2관	 2022-08-30	17:45
888	115	22	1	2관	 2022-08-30	20:00
889	115	22	1	2관	 2022-08-30	22:15
890	115	28	1	3관	 2022-08-30	10:00
891	115	22	1	3관	 2022-08-30	12:15
892	115	22	1	3관	 2022-08-30	14:30
893	115	22	1	3관	 2022-08-30	16:45
894	115	22	1	3관	 2022-08-30	19:00
895	115	22	1	3관	 2022-08-30	21:15
896	115	22	1	3관	 2022-08-30	23:30
897	115	22	1	5관	 2022-08-30	11:30
898	115	22	1	5관	 2022-08-30	13:45
899	115	22	1	5관	 2022-08-30	16:00
900	115	22	1	5관	 2022-08-30	18:15
901	115	22	1	5관	 2022-08-30	20:30
902	115	22	1	5관	 2022-08-30	22:45
903	115	22	1	6관	 2022-08-30	10:30
904	115	22	1	6관	 2022-08-30	12:45
905	115	22	1	6관	 2022-08-30	15:00
906	115	22	1	6관	 2022-08-30	17:15
907	115	22	1	6관	 2022-08-30	19:30
908	115	22	1	6관	 2022-08-30	21:45
909	115	22	1	7관	 2022-08-30	14:00
910	115	22	1	7관	 2022-08-30	16:15
911	115	22	1	7관	 2022-08-30	18:30
912	115	22	1	7관	 2022-08-30	20:45
913	115	22	1	7관	 2022-08-30	23:00
914	115	22	1	8관	 2022-08-30	18:45
915	115	22	1	8관	 2022-08-30	21:00
916	115	22	1	8관	 2022-08-30	23:15
917	115	1	1	1관	 2022-08-30	11:00
918	115	1	1	1관	 2022-08-30	19:30
919	115	1	1	1관	 2022-08-30	22:10
920	115	1	1	4관	 2022-08-30	09:50
921	115	1	1	4관	 2022-08-30	12:30
922	115	1	1	4관	 2022-08-30	15:10
923	115	1	1	4관	 2022-08-30	17:50
924	115	1	1	4관	 2022-08-30	20:30
925	115	1	1	4관	 2022-08-30	23:10
926	115	1	1	8관	 2022-08-30	10:30
927	115	1	1	8관	 2022-08-30	13:10
928	115	1	1	8관	 2022-08-30	15:50
929	115	4	1	1관	 2022-08-30	17:25
930	115	3	1	1관	 2022-08-30	13:30
931	115	9	1	7관	 2022-08-30	11:00
932	115	18	1	1관	 2022-08-30	16:00
933	115	18	1	5관	 2022-08-30	10:05
934	116	22	1	1관	 2022-08-30	09:50
935	116	22	1	1관	 2022-08-30	12:05
936	116	22	1	1관	 2022-08-30	14:20
937	116	22	1	1관	 2022-08-30	16:35
938	116	22	1	1관	 2022-08-30	18:50
939	116	22	1	1관	 2022-08-30	21:05
940	116	22	1	1관	 2022-08-30	23:20
941	116	22	1	3관	 2022-08-30	10:50
942	116	22	1	3관	 2022-08-30	13:05
943	116	22	1	3관	 2022-08-30	15:20
944	116	22	1	3관	 2022-08-30	17:35
945	116	22	1	3관	 2022-08-30	19:50
946	116	22	1	3관	 2022-08-30	22:05
947	116	22	1	3관	 2022-08-30	24:20
948	116	22	1	4관	 2022-08-30	11:20
949	116	22	1	4관	 2022-08-30	13:35
950	116	22	1	4관	 2022-08-30	15:50
951	116	22	1	4관	 2022-08-30	18:05
952	116	22	1	4관	 2022-08-30	20:20
953	116	22	1	4관	 2022-08-30	22:35
954	116	22	1	6관	 2022-08-30	10:20
955	116	22	1	6관	 2022-08-30	12:35
956	116	22	1	6관	 2022-08-30	14:50
957	116	22	1	6관	 2022-08-30	17:05
958	116	22	1	6관	 2022-08-30	19:20
959	116	22	1	6관	 2022-08-30	21:35
960	116	22	1	6관	 2022-08-30	23:50
961	116	1	1	2관	 2022-08-30	12:05
962	116	1	1	2관	 2022-08-30	14:40
963	116	1	1	2관	 2022-08-30	17:15
964	116	1	1	2관	 2022-08-30	19:50
965	116	1	1	2관	 2022-08-30	22:25
966	116	1	1	5관	 2022-08-30	11:00
967	116	1	1	5관	 2022-08-30	13:35
968	116	1	1	5관	 2022-08-30	16:10
969	116	1	1	5관	 2022-08-30	18:45
970	116	1	1	5관	 2022-08-30	21:20
971	116	1	1	5관	 2022-08-30	23:55
972	116	4	1	7관	 2022-08-30	13:15
973	116	4	1	7관	 2022-08-30	15:35
974	116	3	1	8관	 2022-08-30	12:05
975	116	3	1	8관	 2022-08-30	20:55
976	116	10	1	7관	 2022-08-30	20:40
977	116	9	1	7관	 2022-08-30	17:55
978	116	9	1	7관	 2022-08-30	23:00
979	116	9	1	8관	 2022-08-30	16:30
980	116	36	1	8관	 2022-08-30	14:35
981	116	3	1	8관	 2022-08-30	10:10
982	116	3	1	8관	 2022-08-30	19:10
983	116	3	1	8관	 2022-08-30	23:25
984	116	18	1	7관	 2022-08-30	11:40
985	117	22	2	IMAX	 2022-08-30	11:30
986	117	22	2	IMAX	 2022-08-30	13:50
987	117	22	2	IMAX	 2022-08-30	16:10
988	117	22	2	IMAX	 2022-08-30	18:30
989	117	22	2	IMAX	 2022-08-30	20:50
990	117	22	2	IMAX	 2022-08-30	23:10
991	117	22	1	1관	 2022-08-30	10:50
992	117	22	1	1관	 2022-08-30	13:10
993	117	22	1	1관	 2022-08-30	15:30
994	117	22	1	1관	 2022-08-30	17:50
995	117	22	1	1관	 2022-08-30	20:10
996	117	22	1	1관	 2022-08-30	22:30
997	117	22	1	1관	 2022-08-30	24:50
998	117	22	1	3관	 2022-08-30	12:10
999	117	22	1	3관	 2022-08-30	14:30
1000	117	22	1	3관	 2022-08-30	16:50
1001	117	22	1	3관	 2022-08-30	19:10
1002	117	22	1	3관	 2022-08-30	21:30
1003	117	22	1	3관	 2022-08-30	23:50
1004	117	22	1	5관	 2022-08-30	11:10
1005	117	22	1	5관	 2022-08-30	13:30
1006	117	22	1	5관	 2022-08-30	15:50
1007	117	22	1	5관	 2022-08-30	18:10
1008	117	22	1	5관	 2022-08-30	20:30
1009	117	22	1	5관	 2022-08-30	22:50
1010	117	22	1	5관	 2022-08-30	25:10
1011	117	22	1	6관	 2022-08-30	18:50
1012	117	22	1	6관	 2022-08-30	21:05
1013	117	22	1	7관	 2022-08-30	14:10
1014	117	22	1	7관	 2022-08-30	23:30
1015	117	1	5	7관	 2022-08-30	17:40
1016	117	1	5	7관	 2022-08-30	20:30
1017	117	1	1	4관	 2022-08-30	19:40
1018	117	1	1	4관	 2022-08-30	22:20
1019	117	1	1	4관	 2022-08-30	25:00
1020	117	1	1	6관	 2022-08-30	23:30
1021	117	1	1	8관	 2022-08-30	11:10
1022	117	1	1	8관	 2022-08-30	13:50
1023	117	1	1	8관	 2022-08-30	16:30
1024	117	1	1	8관	 2022-08-30	19:10
1025	117	1	1	8관	 2022-08-30	21:50
1026	117	1	1	8관	 2022-08-30	24:30
1027	117	26	1	4관	 2022-08-30	17:05
1028	117	26	1	7관	 2022-08-30	11:50
1029	117	4	1	6관	 2022-08-30	16:30
1030	117	5	1	6관	 2022-08-30	12:00
1031	117	3	1	4관	 2022-08-30	14:15
1032	117	10	1	6관	 2022-08-30	14:10
1033	117	18	1	4관	 2022-08-30	12:35
1034	118	22	1	1관	 2022-08-30	12:40
1035	118	22	1	1관	 2022-08-30	15:00
1036	118	22	1	1관	 2022-08-30	17:20
1037	118	22	1	1관	 2022-08-30	19:40
1038	118	22	1	1관	 2022-08-30	22:00
1039	118	22	1	5관	 2022-08-30	12:20
1040	118	22	1	5관	 2022-08-30	14:40
1041	118	22	1	5관	 2022-08-30	17:00
1042	118	22	1	5관	 2022-08-30	19:20
1043	118	22	1	5관	 2022-08-30	21:40
1044	118	22	1	6관	 2022-08-30	11:40
1045	118	22	1	6관	 2022-08-30	14:00
1046	118	22	1	6관	 2022-08-30	16:20
1047	118	22	1	6관	 2022-08-30	18:40
1048	118	22	1	6관	 2022-08-30	21:00
1049	118	22	1	7관	 2022-08-30	10:30
1050	118	22	1	7관	 2022-08-30	12:50
1051	118	22	1	7관	 2022-08-30	15:10
1052	118	22	1	7관	 2022-08-30	17:30
1053	118	22	1	7관	 2022-08-30	19:50
1054	118	22	1	7관	 2022-08-30	22:20
1055	118	22	1	8관	 2022-08-30	11:20
1056	118	22	1	8관	 2022-08-30	13:40
1057	118	22	1	8관	 2022-08-30	16:00
1058	118	22	1	8관	 2022-08-30	18:20
1059	118	22	1	8관	 2022-08-30	20:40
1060	118	22	1	9관	 2022-08-30	10:10
1061	118	22	1	9관	 2022-08-30	12:30
1062	118	22	1	9관	 2022-08-30	14:50
1063	118	22	1	9관	 2022-08-30	17:10
1064	118	22	1	9관	 2022-08-30	19:30
1065	118	22	1	9관	 2022-08-30	21:50
1066	118	1	1	2관	 2022-08-30	10:20
1067	118	1	1	2관	 2022-08-30	13:00
1068	118	1	1	2관	 2022-08-30	15:40
1069	118	1	1	2관	 2022-08-30	18:20
1070	118	1	1	2관	 2022-08-30	21:00
1071	118	1	1	3관	 2022-08-30	11:50
1072	118	1	1	3관	 2022-08-30	14:30
1073	118	1	1	3관	 2022-08-30	17:10
1074	118	1	1	3관	 2022-08-30	19:50
1075	118	1	1	3관	 2022-08-30	22:30
1076	118	1	1	4관	 2022-08-30	12:20
1077	118	1	1	4관	 2022-08-30	15:00
1078	118	10	1	4관	 2022-08-30	19:40
1079	118	36	1	5관	 2022-08-30	10:15
1080	118	2	1	4관	 2022-08-30	17:40
1081	118	2	1	4관	 2022-08-30	22:00
1082	119	22	1	8관	 2022-08-30	12:00
1083	119	22	1	8관	 2022-08-30	14:20
1084	119	22	1	8관	 2022-08-30	16:40
1085	119	22	1	8관	 2022-08-30	19:00
1086	119	22	1	8관	 2022-08-30	21:20
1087	119	22	1	8관	 2022-08-30	23:40
1088	119	22	1	10관	 2022-08-30	11:40
1089	119	22	1	10관	 2022-08-30	16:30
1090	119	22	1	10관	 2022-08-30	18:50
1091	119	22	1	10관	 2022-08-30	21:10
1092	119	22	1	10관	 2022-08-30	23:30
1093	119	22	4	1관	 2022-08-30	12:20
1094	119	22	4	1관	 2022-08-30	14:40
1095	119	22	4	1관	 2022-08-30	17:00
1096	119	22	4	1관	 2022-08-30	19:20
1097	119	22	4	1관	 2022-08-30	21:40
1098	119	22	4	1관	 2022-08-30	24:00
1099	119	22	1	6관	 2022-08-30	12:50
1100	119	22	1	6관	 2022-08-30	15:10
1101	119	22	1	6관	 2022-08-30	17:30
1102	119	22	1	6관	 2022-08-30	19:50
1103	119	22	1	6관	 2022-08-30	22:10
1104	119	22	1	6관	 2022-08-30	24:30
1105	119	22	1	7관	 2022-08-30	11:00
1106	119	22	1	7관	 2022-08-30	13:20
1107	119	22	1	7관	 2022-08-30	15:40
1108	119	22	1	7관	 2022-08-30	18:00
1109	119	22	1	7관	 2022-08-30	20:20
1110	119	22	1	7관	 2022-08-30	22:40
1111	119	22	1	9관	 2022-08-30	17:10
1112	119	22	1	9관	 2022-08-30	19:30
1113	119	22	1	9관	 2022-08-30	21:50
1114	119	22	1	9관	 2022-08-30	24:10
1115	119	5	1	4관	 2022-08-30	12:45
1116	119	5	1	4관	 2022-08-30	20:55
1117	119	1	1	2관	 2022-08-30	12:55
1118	119	1	1	2관	 2022-08-30	15:30
1119	119	1	1	2관	 2022-08-30	18:05
1120	119	1	1	2관	 2022-08-30	20:40
1121	119	1	1	2관	 2022-08-30	23:15
1122	119	1	1	3관	 2022-08-30	10:50
1123	119	1	1	3관	 2022-08-30	20:00
1124	119	1	1	3관	 2022-08-30	22:35
1125	119	1	1	5관	 2022-08-30	11:20
1126	119	1	1	5관	 2022-08-30	13:55
1127	119	1	1	5관	 2022-08-30	16:30
1128	119	1	1	5관	 2022-08-30	19:05
1129	119	1	1	5관	 2022-08-30	21:40
1130	119	4	1	3관	 2022-08-30	15:00
1131	119	10	1	9관	 2022-08-30	11:40
1132	119	9	1	3관	 2022-08-30	17:05
1133	119	9	1	4관	 2022-08-30	23:20
1134	119	2	1	4관	 2022-08-30	10:50
1135	119	2	1	4관	 2022-08-30	15:10
1136	119	2	1	4관	 2022-08-30	17:05
1137	119	2	1	4관	 2022-08-30	19:00
1138	119	18	1	3관	 2022-08-30	13:25
1139	120	22	2	IMAX	 2022-08-30	12:20
1140	120	22	2	IMAX	 2022-08-30	14:40
1141	120	22	2	IMAX	 2022-08-30	17:00
1142	120	22	2	IMAX	 2022-08-30	19:20
1143	120	22	2	IMAX	 2022-08-30	21:40
1144	120	22	2	IMAX	 2022-08-30	24:00
1145	120	22	1	4관	 2022-08-30	11:20
1146	120	22	1	4관	 2022-08-30	13:40
1147	120	22	1	4관	 2022-08-30	16:00
1148	120	22	1	4관	 2022-08-30	18:20
1149	120	22	1	4관	 2022-08-30	20:40
1150	120	22	1	4관	 2022-08-30	23:00
1151	120	22	1	4관	 2022-08-30	25:20
1152	120	22	1	5관	 2022-08-30	12:40
1153	120	22	1	7관	 2022-08-30	11:50
1154	120	22	1	7관	 2022-08-30	14:10
1155	120	22	1	7관	 2022-08-30	16:30
1156	120	22	1	7관	 2022-08-30	18:50
1157	120	22	1	7관	 2022-08-30	21:10
1158	120	22	1	7관	 2022-08-30	23:30
1159	120	22	1	8관	 2022-08-30	10:50
1160	120	22	1	8관	 2022-08-30	13:10
1161	120	22	1	8관	 2022-08-30	15:30
1162	120	22	1	8관	 2022-08-30	17:50
1163	120	22	1	8관	 2022-08-30	20:10
1164	120	22	1	8관	 2022-08-30	22:30
1165	120	22	1	8관	 2022-08-30	24:50
1166	120	1	1	10관	 2022-08-30	13:10
1167	120	1	1	10관	 2022-08-30	15:50
1168	120	1	1	10관	 2022-08-30	18:30
1169	120	1	1	10관	 2022-08-30	21:10
1170	120	1	1	10관	 2022-08-30	23:50
1171	120	1	5	5관	 2022-08-30	17:20
1172	120	1	5	5관	 2022-08-30	20:00
1173	120	1	3	4DX	 2022-08-30	12:30
1174	120	1	3	4DX	 2022-08-30	15:10
1175	120	1	3	4DX	 2022-08-30	17:50
1176	120	1	3	4DX	 2022-08-30	20:30
1177	120	1	3	4DX	 2022-08-30	23:10
1178	120	1	1	1관	 2022-08-30	25:15
1179	120	1	1	6관	 2022-08-30	11:20
1180	120	1	1	6관	 2022-08-30	14:00
1181	120	1	1	6관	 2022-08-30	16:40
1182	120	1	1	6관	 2022-08-30	19:20
1183	120	1	1	6관	 2022-08-30	22:00
1184	120	4	1	1관	 2022-08-30	14:05
1185	120	4	1	1관	 2022-08-30	18:35
1186	120	5	1	5관	 2022-08-30	15:00
1187	120	3	1	1관	 2022-08-30	22:40
1188	120	3	1	5관	 2022-08-30	24:40
1189	120	10	1	1관	 2022-08-30	11:40
1190	120	10	1	1관	 2022-08-30	16:15
1191	120	2	1	1관	 2022-08-30	20:50
1192	120	2	1	5관	 2022-08-30	22:40
1193	143	22	1	5관	 2022-08-30	24:00
1194	143	22	1	1관	 2022-08-30	13:30
1195	143	22	1	1관	 2022-08-30	15:40
1196	143	22	1	1관	 2022-08-30	17:50
1197	143	22	1	1관	 2022-08-30	20:00
1198	143	22	1	1관	 2022-08-30	22:10
1199	143	22	1	2관	 2022-08-30	12:40
1200	143	22	1	2관	 2022-08-30	14:50
